ModelName,Nr,Manufacturer,Type,Model,Initial service date,Africa,Middle East/Asia/Pacific,Europe & CIS,North & South America,Total aircraft delivered,Africa2,Middle East/Asia/Pacific3,Europe & CIS4,North & South America5,Total aircraft ordered,Total aircraft (delivered and ordered),Engine Manufacturer,Model / Type,No. of engines,Static thrust (kN),Max. seats (single class),Two class seating,Three class seating,No. abreast,Hold volume (m³),Volume per passenger,Ramp,Max. take-off,Max. landing,Zero-fuel,Max. payload,Max. fuel payload,Design payload,Design fuel load,Operational empty,Ops empty/Max. T/O,Max. payload/Max. T/O,Max. fuel/Max. T/O,Max. landing/Max. T/O,Standard,Optional,Length (m),Height (m),Width (m),Finess Ratio,Area (m²),Span (m),MAC (m),Aspect Ratio,Taper Ratio,Average (t/c) %,1/4 Chord Sweep (º),Trailing Edge Flaps Type,Flap Span/Wing Span,Area (m2),Leading Edge Flaps Type,Area (m²)2,Area (m²)3,Height (m)4,Aspect Ratio5,Taper Ratio6,1/4 Chord Sweep (º)7,Tail Arm (m),Sv/S,SvLv/Sb,Area (m²)8,Span (m)9,Aspect Ratio10,Taper Ratio11,1/4 Chord Sweep (º)12,Tail Arm  (m),Sh/S,ShLh/Sc,Track (m),Wheelbase (m),Turning radius (m),No. of nose wheels,No. of main wheels,Main Wheel diameter (m),Main Wheel width (m),Length (m)13,Max. width (m),Spanwise location,Max. power load (kg/kN),Max. wing load (kg/m2),Thrust/Weight Ratio,ISA sea level,ISA +20ºC SL.,ISA 5000ft,ISA +20ºC 5000ft,ISA sea level.,ISA +20ºC SL.14,ISA 5000ft15,ISA +20ºC 5000ft16,V2,Vapp,Vno,Mmo,Vne,Mne,CLmax (T/O),CLmax (L/D @ MLM),Speed (kt),Altitude (ft),Fuel consumption (kg/h),Speed (kt)17,Altitude (ft)18,Fuel consumption (kg/h)19,Max. payload20,Design range,Max. fuel (+ payload),Ferry range,W/SCLmax,W/SCLtoST,Fuel/pax/nm (kg),Seats x Range (seats.nm)
A300-600R,1,AIRBUS,A300,600R,1974,28,205,83,72,388,0,0,0,37,37,425,PW,4158,2,257,375,266,228,9,116,0.309333333333333,171400,170500,140000,130000,41100,27100,25270,56330,88900,0.521407624633431,0.241055718475073,0.315768328445748,0.821114369501466,68150,75350,53.3,5.64,5.64,9.45035460992908,260,44.84,6.437,7.73317538461539,0.3,10.5,28,F2,0.8,47.3,slats,30.3,45.2,8.6,1.63628318584071,0.365,40,24.9,0.173846153846154,9.65381184382076E-02,69.454,16.26,3.8066576439082,0.42,34,25.6,0.267130769230769,1.06238118569329,9.6,18.6,34,2,8,1.245,0.483,6.7,2.7,0.359,331.712062256809,655.769230769231,0.307305072028363,2280,3189,,,1489,1489,1701,1701,153,136,335,0.82,395,0.88,2.44169638563287,2.97799915435222,480,31000,5120,456,35000,4300,3283,4000,4698,,2160.20751531929,2678.24757301984,5.29417293233083E-02,1064000
A310-300,2,AIRBUS,A310,300,1983,11,69,87,57,224,0,5,1,0,6,230,PW,4152,2,231,280,218,187,9,79.9,0.285357142857143,150900,150000,123000,113000,33300,21500,20710,49624,79666,0.531106666666667,0.222,0.321793333333333,0.82,61100,68300,45.13,5.64,5.64,8.00177304964539,219,43.89,5.89,8.79603698630137,0.283,11.8,28,F1,0.84,36.68,slats,28.54,45.2,8.1,1.45154867256637,0.395,40,20.2,0.206392694063927,9.49904857619349E-02,64,16.26,4.13105625,0.417,34,22.5,0.292237442922374,1.1163569551364,9.6,15.21,31.4,2,8,1.168,0.406,6.3,2.7,0.352,324.675324675325,684.931506849315,0.313965341488277,2290,2450,2950,3660,1490,1490,1686,1686,156,138,360,0.84,420,0.9,2.45313491707241,3.01682781036201,484,35000,4690,458,37000,3730,3645,4300,5076,,2227.23287657093,2702.76878954555,5.29379133774269E-02,937400
A319-100,3,AIRBUS,A319,100,1995,2,0,48,57,107,1,4,82,264,351,458,CFMI,CFM56-5A4,2,99.7,153,124,-,6,27,0.176470588235294,64400,64000,61000,57000,17390,5360,11780,13020,39200,0.6125,0.27171875,0.294521875,0.953125,23860,,33.84,4.14,3.95,8.56708860759494,122.4,33.91,4.288,9.39451062091503,0.24,,25,F1,0.78,21.1,slats,12.64,21.5,6.26,1.82267906976744,0.303,34,10.67,0.175653594771242,5.52705354234488E-02,31,12.45,5.00008064516129,0.256,29,11.67,0.253267973856209,0.689281076236465,7.6,12.6,20.6,2,4,1.143,0.4064,4.44,2.37,0.338,320.962888665998,522.875816993464,0.317596839959225,1750,2080,2360,2870,1350,1350,1530,1530,133,131,381,0.89,350,0.82,2.57643245247532,2.97066394360948,487,33000,3160,446,37000,1980,1355,1900,4158,,1726.688666936,2071.3946089233,5.52631578947368E-02,235600
A320-200,4,AIRBUS,A320,200,1988,27,162,244,237,670,6,47,105,146,304,974,CFMI,CFM56-5A3,2,111.2,179,150,-,6,38.76,0.216536312849162,73900,73500,64500,60500,19190,13500,14250,17940,41310,0.562040816326531,0.26108843537415,0.256454421768708,0.877551020408163,23860,,37.57,4.14,3.95,9.51139240506329,122.4,33.91,4.288,9.39451062091503,0.24,,25,F1,0.78,21.1,slats,12.64,21.5,6.26,1.82267906976744,0.303,34,12.53,0.175653594771242,6.49053241664306E-02,31,12.45,5.00008064516129,0.256,29,13.53,0.253267973856209,0.799140785045361,7.6,12.63,21.9,2,4,1.143,0.4064,4.44,2.37,0.338,330.485611510791,600.490196078431,0.308445498484817,2180,2590,2950,4390,1440,1440,1645,1645,143,134,350,0.82,381,0.89,2.55951296014624,3.00203947891769,487,28000,3200,448,37000,2100,637,2700,3672,,1962.26893913241,2423.84625316958,4.42962962962963E-02,405000
A321-200,5,AIRBUS,A321,200,1993,4,17,84,0,105,0,34,68,0,102,207,CFMI,CFM56-5B3,2,142,220,186,-,6,51.76,0.235272727272727,89400,89000,73500,71500,22780,19060,17670,23330,48000,0.539325842696629,0.255955056179775,0.210370786516854,0.825842696629214,23700,26600,44.51,4.14,3.95,11.2683544303797,122.4,33.91,4.288,9.39451062091503,0.24,,25,F2,0.78,21.1,slats,12.64,21.5,6.26,1.82267906976744,0.303,34,15.2,0.175653594771242,7.87359080071624E-02,31,12.45,5.00008064516129,0.256,29,16.2,0.253267973856209,0.956842625109745,7.6,16.9,29,2,4,1.27,0.455,4.44,2.37,0.338,313.380281690141,727.124183006536,0.325281471555052,2000,2286,3269,,1580,1580,1795,1795,143,138,350,0.82,381,0.89,3.09927419663966,3.22548812699215,487,28000,3550,450,37000,2100,1955,2700,2602,,2211.4755827503,2590.28647712344,4.64555953803266E-02,502200
A330-200,6,AIRBUS,A330,200,1998,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,GE,CF6-80E1A4,2,310,380,293,253,9,136,0.357894736842105,230900,230000,177150,165142,36400,0,24035,85765,120200,0.522608695652174,0.158260869565217,0.477743913043478,0.770217391304348,139090,,57.77,5.64,5.64,10.2429078014184,363.1,58,7.26,9.26466538143762,0.251,,29.7,S2,0.665,,slats,,47.65,9.44,1.87016998950682,0.35,45,25.2,0.131231065822088,5.70176354951139E-02,31,12.45,5.00008064516129,0.256,29,16.2,0.253267973856209,0.956842625109745,7.6,16.9,29,2,8,,,7,3.1,0.312,370.967741935484,633.434315615533,0.27478615432345,2470,2590,3900,,1750,1750,1970,1970,158,135,330,0.86,365,0.93,2.21162199180716,2.73838854791355,,,,470,39000,,4210,6370,,,2269.21436730481,3146.34001873853,4.59518540942237E-02,1866410
A330-300,7,AIRBUS,A330,300,1994,0,59,17,4,80,0,47,42,42,131,211,GE,CF6-80E1A2,2,300,440,335,295,9,162.9,0.370227272727273,217900,217000,179000,169000,48400,18600,28025,70786,118189,0.544649769585253,0.223041474654378,0.357684331797235,0.824884792626728,98250,,62.47,5.64,5.64,11.0762411347518,363.1,58,7.26,9.26466538143762,0.251,,29.7,S2,0.665,,slats,,45.2,8.45,1.57970132743363,0.35,45,27.5,0.124483613329661,5.90224028718221E-02,72.9,19.06,4.98331412894376,0.36,30,28.6,0.200771137427706,0.790916601987932,10.7,25.4,41.4,2,8,,,7,3.1,0.312,361.666666666667,597.631506472046,0.281852900970983,2320,2680,3840,,1600,1600,1920,1920,144,136,330,0.86,365,0.93,2.51207144779795,2.72644451830571,500,33000,5000,465,39000,4700,3888,4500,7046,,2150.33353480234,2906.75410448955,4.69558872305141E-02,1507500
A340-200,8,AIRBUS,A340,200,1993,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,CFMI,CFM-56-5C2,4,139,440,303,262,9,136,0.309090909090909,257900,257000,181000,172000,49400,21220,24890,111882,120228,0.467813229571984,0.192217898832685,0.430350194552529,0.704280155642023,140000,,58.21,5.64,5.64,10.3209219858156,363.1,58,7.26,9.26466538143762,0.251,,29.7,S2,0.665,,slats,,45.2,8.45,1.57970132743363,0.35,45,25.5,0.124483613329661,5.47298644811442E-02,72.9,19.06,4.98331412894376,0.36,30,26.5,0.200771137427706,0.732842306037769,10.7,23.2,,2,10,,,4.95,2.37,0.312/0.672,462.230215827338,707.793996144313,0.22053253053146,2790,3260,4320,,1856,1856,2094,2094,154,134,330,0.86,365,0.93,2.60129088611848,2.83981748175099,500,33000,7180,475,39000,5400,6393,7350,8834,,2445.0371007275,4224.13479377497,5.02377584697245E-02,2227050
A340-300,9,AIRBUS,A340,300,1994,8,54,69,9,140,1,10,15,8,34,174,CFMI,CFM-56-5C4,4,151,440,335,295,9,162.9,0.370227272727273,271900,271000,190000,178000,48150,33160,28025,113125,129850,0.479151291512915,0.177675276752768,0.412490774907749,0.701107011070111,141500,148700,62.47,5.64,5.64,11.0762411347518,363.1,58,7.26,9.26466538143762,0.251,,29.7,S2,0.665,,slats,,45.2,8.45,1.57970132743363,0.35,45,27.5,0.124483613329661,5.90224028718221E-02,72.9,19.06,4.98331412894376,0.36,30,28.6,0.200771137427706,0.790916601987932,10.7,25.4,40.6,2,10,,,4.95,2.37,0.312/0.672,448.675496688742,746.350867529606,0.227194932499784,3000,3380,4298,,1964,1964,2227,2227,158,136,330,0.86,365,0.93,2.60586765121626,2.89399138814572,500,33000,7300,475,39000,5700,6371,7150,8089,,2529.96675817916,4242.68853297235,4.72288905124726E-02,2395250
A340-500,10,AIRBUS,A340,500,2002,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,--->,R-R,Trent 553,4,235.8,440,350,313,9,134.1,0.304772727272727,365900,365000,236000,222000,51635,31450,29735,164875,170390,0.466821917808219,0.141465753424658,0.423396712328767,0.646575342465753,195620,213120,65.6,5.64,5.64,11.6312056737589,437.3,61.2,8.347,8.56492110679168,0.22,,31.1,S2,0.625,,slats,,47.65,9.44,1.87016998950682,0.35,45,27.5,0.108964097873314,0.048962625678368,93,21.5,4.97043010752688,0.36,30,28.6,0.21266864852504,0.728683760370929,10.7,28.53,,2,12,,,6.1,3.05,0.296/0.625,386.980491942324,834.667276469243,0.263415860248838,3100,3550,4250,,2090,2090,2390,2390,,139,330,0.86,365,0.93,,2.85726567698768,,,,,,,7050,8500,9000,9800,2865.70690577003,4144.90733423179,5.54201680672269E-02,2975000
A340-600,11,AIRBUS,A340,600,2002,0,0,0,0,0,2,6,27,5,40,40,R-R,Trent 556,4,249.1,475,440,380,9,187.74,0.395242105263158,365900,365000,254000,240000,63000,29311,36100,151890,177010,0.484958904109589,0.172602739726027,0.423396712328767,0.695890410958904,195620,,69.57,5.64,5.64,12.3351063829787,437.3,61.2,8.347,8.56492110679168,0.22,,31.1,S2,0.625,,slats,,47.65,9.44,1.87016998950682,0.35,45,27.5,0.108964097873314,0.048962625678368,93,21.5,4.97043010752688,0.36,30,28.6,0.21266864852504,0.728683760370929,10.7,32.5,,2,12,,,6.1,3.05,0.296/0.625,366.318747490968,834.667276469243,0.278273497828607,3100,3550,4250,,2240,2240,,,,144,330,0.86,365,0.93,,2.86534522308906,,,,,,,5700,7500,7800,8800,2857.62633981531,3912.53800295498,4.60272727272727E-02,3300000
A3XX-100,12,AIRBUS,A3XX,100,2004,0,0,0,0,0,0,0,0,0,0,0,R-R/GE/PW,Options,4,294,850,,555,10+8,,,540900,540000,381000,356000,85000,15400,52725,216275,271000,0.501851851851852,0.157407407407407,0.463759259259259,0.705555555555556,317000,,67.46,8.5,7.02,9.60968660968661,817,79.8,12.018,7.79441860465116,0.213,,30,S2,0.737,,slats,,134.2,13.66,1.39042921013413,0.424,,28.99,0.164259485924113,5.96727129942359E-02,222.57,31.29,4.3989041649818,0.383,,31.29,0.272423500611995,0.709280357309813,13.47,27.6,,2,22,,,7.3,3.2,0.348/0.678,459.183673469388,660.954712362301,0.221995696001812,,3350,,,,,,,,<150,,,,,,,507,35000,,,,,6200,7650,-,10300,,,,
707-320C,13,BOEING,707,320C,1962,53,31,9,25,120,0,0,0,0,0,120,PW,JT3D-7,4,84.54,219,147,-,6,50.27,0.229543378995434,152405,151315,112037,104330,38100,12851.8,13965,71126,66224,0.437656544295014,0.251792618048442,0.471441760565707,0.740422297855467,90299,,44.35,3.76,3.76,7.3,283.4,44.42,7.36,6.96237261820748,0.259,10,35,F1,0.67,44.22,flaps,,30.47,7.2,1.70134558582212,0.41,30,21,0.107515878616796,5.08292087112273E-02,58.06,13.95,3.35174819152601,0.4,36,20.5,0.204869442484121,0.570628202571262,6.73,17.98,,2,8,1.117,0.406,6,1.6,0.44/0.71,447.465696711616,533.927311220889,0.227809192824455,3054,,,,1905,,,,,135,383,0.9,425,0.95,,2.21892072980058,521,25000,,478,,,3150,,5000,,2360.52908638501,3947.87221166145,,
717-200,14,BOEING,717,200,1999,0,0,0,0,0,0,0,0,60,60,60,BMW R-R,715,2,97.9,110,106,-,5,25,0.227272727272727,52110,51710,46266,43545,12220,8921.4,10070,9965,31675,0.612550763875459,0.236317926900019,0.212235157609747,0.894720556952234,13892,16065,33,3.61,3.61,4.3,92.97,28.4,3.88,8.67548671614499,0.196,11.6,24.5,S2,0.65,,slats,,19.5,4.35,0.970384615384615,0.78,45,12.8,0.209745079057761,9.45329933781456E-02,24.2,10.8,4.8198347107438,0.38,30,14.3,0.260299021189631,0.9593494853123,4.88,17.6,,2,4,,,6.1,1.75,-,264.096016343207,556.200925029579,0.385983857674071,,,,,1445,,,,150,130,438,0.76,,,2.15462986532857,3.01217442676984,,,,438,35000,,,1375,,,1811.42600044957,1788.03670788238,6.83704974271012E-02,145750
727-200Adv,15,BOEING,727,200Adv,1970,58,52,94,799,1003,0,0,0,0,0,1003,PW,JT8D-15A,3,71.2,189,136,-,6,43.1,0.228042328042328,95238,95028,72575,63318,18597,24366.4,12920,35944,46164,0.48579366081576,0.19570021467357,0.254571073788778,0.763722271330555,30622,40068,41.51,3.76,3.76,7,157.9,32.92,5.46,6.86337175427486,0.309,11,32,F3,0.74,36.04,slats/flaps,,33.07,4.6,0.639854853341397,0.78,53,14.2,0.209436352121596,0.090340103284528,34.93,10.9,3.40137417692528,0.38,36,20.1,0.221215959468018,0.81436644419545,5.72,19.28,25,2,4,1.245,0.432,7,1.5,-,444.887640449438,601.823939202027,0.229129312474328,3033,3658,3962,4176,1494,1494,1661,1661,166,137,390,0.9,,0.95,1.90360470495272,2.5050216248343,530,25000,4536,467,33000,4309,2140,2400,,,2356.8231048554,3918.96433177015,0.110122549019608,326400
737-200,16,BOEING,737,200,1967,85,114,147,532,878,0,0,0,0,0,878,PW,JT8D-15A,2,71.2,130,115,-,6,24.78,0.190615384615385,52615,52390,46720,43091,15445,9118.4,10925,13819,27646,0.527696125214736,0.294808169497996,0.340760068715404,0.89177323916778,19532,22598,29.54,3.73,3.73,7.4,91.04,28.35,3.8,8.82823484182777,0.266,12.89,25,F3,0.74,,slats/flaps,,19.7,5.85,1.73718274111675,0.288,35,12.1,0.216388400702988,9.23562486245556E-02,31.31,12.7,5.15138933248164,0.26,30,14.78,0.343914762741652,1.33764741929516,5.23,11.38,,2,4,,,7,1.5,0.3503,367.907303370787,575.461335676626,0.277071964189227,1829,1859,2886,3292,1350,1350,1615,1615,147,131,350,0.84,,,2.32115940483792,3.05897334627208,488,25000,4005,420,35000,2827,1549,1900,2887,,1845.48051386832,2537.70921154487,6.32448512585812E-02,218500
737-300,17,BOEING,737,300,1967,14,194,272,573,1053,1,19,12,11,43,1096,CFMI,CFM56-3-B1,2,89,149,128,-,6,30.2,0.202684563758389,56700,56470,51710,47630,16030,8705,12160,12441,31869,0.564352753674517,0.283867540286878,0.28126350274482,0.915707455285993,20105,23170,32.3,3.73,3.73,7.4,91.04,28.9,3.73,9.1740992970123,0.24,12.89,25,S3,0.72,,slats/flaps,,23.13,6,1.55642023346304,0.31,35,13.68,0.254064147627416,0.120262890641628,31.31,12.7,5.15138933248164,0.26,30,14.78,0.343914762741652,1.36275072207014,5.25,12.4,19.5,2,4,1.016,0.368,4.7,2,0.34,317.247191011236,620.276801405975,0.321316632811085,1939,2109,2432,2637,1396,1396,1576,1576,148,133,340,0.82,,,2.46822981744193,3.28463189638118,491,26000,3890,429,35000,2250,1578,2850,3187,,1852.54104988039,2196.64364657838,3.41036184210526E-02,364800
737-400,18,BOEING,737,400,1967,7,142,216,97,462,0,5,4,5,14,476,CFMI,CFM56-3B-2,2,97.9,170,146,-,6,38.9,0.228823529411765,63050,62820,54880,51250,17740,13366,13870,15580,33370,0.531200254695957,0.282394141992996,0.252832696593442,0.873607131486788,20105,23170,35.3,3.73,3.73,7.4,91.04,28.9,3.73,9.1740992970123,0.24,12.89,25,S3,0.72,,slats/flaps,,23.13,6,1.55642023346304,0.31,35,14.9,0.254064147627416,0.130988089953235,31.31,12.7,5.15138933248164,0.26,30,16,0.343914762741652,1.47523758816794,5.25,14.3,,2,4,1.016,0.368,4.7,2,0.34,320.837589376915,690.026362038664,0.317720873612324,2222,2475,,,1582,1582,1695,1695,159,138,340,0.82,,,2.3790026235608,3.23795925859036,492,26000,3307,430,35000,2377,1950,2700,2830,,2090.56324400642,2506.93190822056,3.95230847285642E-02,394200
737-500,19,BOEING,737,500,1967,17,49,145,165,376,0,2,1,1,4,380,CFMI,CFM56-3-B1R,2,82.3,130,108,-,6,23.3,0.179230769230769,52620,52390,49900,46490,15530,5280,10260,11170,30960,0.590952471845772,0.296430616529872,0.303167589234587,0.952471845772094,20105,23170,29.9,3.73,3.73,7.4,91.04,28.9,3.73,9.1740992970123,0.24,12.89,25,S3,0.72,,slats/flaps,,23.13,6,1.55642023346304,0.31,35,12.9,0.254064147627416,0.113405795999781,31.31,12.7,5.15138933248164,0.26,30,14,0.343914762741652,1.29083288964695,5.25,11,,2,4,1.016,0.368,4.7,2,0.34,318.286755771567,575.461335676626,0.320267172089514,1832,2003,2316,2649,1362,1362,1533,1533,142,130,340,0.82,,,2.48749918563493,3.31764024835001,492,26000,3574,429,35000,2100,1360,1700,3450,,1701.5936871984,2024.26989501562,0.060838779956427,183600
737-600,20,BOEING,737,600,1998,0,0,6,0,6,7,0,49,0,56,62,CFMI,CFM56-7B18,2,82,132,108,-,6,23.3,0.176515151515152,65310,65090,54650,51480,9800,7830.8,10260,18390,36440,0.55984022123214,0.150560762021816,0.315854355507758,0.839606698417576,26024,,29.88,3.73,3.73,7.4,124.6,34.3,4.17,9.44213483146067,0.278,,25,S2,0.599,,slats/flaps,,23.13,6,1.55642023346304,0.31,35,13.55,0.185634028892456,7.33335595187398E-02,32.4,13.4,5.54197530864198,0.186,30,13.58,0.260032102728732,0.846819173874384,5.7,,,2,4,1.016,0.368,4.7,2.06,0.282,396.890243902439,522.39165329053,0.256838762732508,,1878,,,1268,1268,,,,,392,0.84,,,,,,41000,,450,39000,1932,,3191,3229,,,,5.33618858595355E-02,344628
737-700,21,BOEING,737,700,1997,0,9,21,36,66,2,24,35,146,207,273,CFMI,CFM56-7B20,2,89,149,128,-,6,30.2,0.202684563758389,69610,69400,58060,54650,11610,10995.8,12160,19655,37585,0.54157060518732,0.167291066282421,0.296238616714697,0.836599423631124,26024,,32.18,3.73,3.73,7.4,124.6,34.3,4.17,9.44213483146067,0.278,,25,S2,0.599,,slats/flaps,,23.13,6,1.55642023346304,0.31,35,14.7,0.185634028892456,7.95574409539097E-02,32.4,13.4,5.54197530864198,0.186,30,14.73,0.260032102728732,0.918530665034585,5.7,12.4,19.5,2,4,1.016,0.368,4.7,2.06,0.282,389.887640449438,556.982343499197,0.261451732778703,,2042,,,1356,1356,,,,,392,0.84,,,,,,41000,,452,39000,2070,,3197,3245,,,,4.80308687832343E-02,409216
737-800,22,BOEING,737,800,1998,2,7,20,13,42,12,45,110,211,378,420,CFMI,CFM56-7B24,2,107,189,160,-,6,47.1,0.249206349206349,78460,78220,65310,61680,14690,15920.8,15200,21540,41480,0.530299156226029,0.187803630784965,0.262835080542061,0.834952697519816,26024,,38.08,3.73,3.73,7.4,124.6,34.3,4.17,9.44213483146067,0.278,,25,S2,0.599,,slats/flaps,,23.13,6,1.55642023346304,0.31,35,17.65,0.185634028892456,9.55230498528235E-02,32.4,13.4,5.54197530864198,0.186,30,17.68,0.260032102728732,1.1024862293151,5.7,,,2,4,1.016,0.368,4.7,2.06,0.282,365.514018691589,627.76886035313,0.278886154762007,,2316,,,1600,1600,,,,,392,0.84,,,,,,41000,,452,39000,2186.84,,2897,2927,,,,4.64704867103901E-02,463520
747-100,23,BOEING,747,100,1969,3,39,23,49,114,0,0,0,0,0,114,PW,JT9D-7A,4,208.8,516,442,386,10,171,0.331395348837209,341555,340195,255830,238815,69625,24170,36670,134335,169190,0.49733241229295,0.204662032069842,0.460689163567954,0.75200987668837,183380,,68.63,8.1,6.5,10.5584615384615,511,59.64,9.8,6.96072328767123,0.284,9.4,37.5,S3,0.7,78.7,kruger,48.1,77.1,10.16,1.33885343709468,0.33,45,30,0.150880626223092,7.58956872349557E-02,136.6,22.08,3.56900732064422,0.265,32,32.5,0.267318982387476,0.886517033427852,11,25.6,,2,16,,,5.61,2.8,0.403/0.695,407.321599616858,665.743639921722,0.250261216887077,3050,3250,3810,,1890,1890,2130,2130,169,141,375,0.92,445,0.95,2.03168841197526,2.57596551368399,507,35000,12880,484,35000,10660,4427,5000,7030,,2535.33871976878,3859.8232049186,6.07850678733032E-02,2210000
747-200,24,BOEING,747,200,1972,10,139,112,103,364,0,0,0,0,0,364,R-R,RB211-524D4,4,236,516,442,386,10,171,0.331395348837209,379200,377840,255830,238815,62820,43110,36670,165175,175995,0.465792398899005,0.166260851153928,0.427261539275884,0.677085538852424,198385,,68.63,8.1,6.5,10.5584615384615,511,59.64,9.8,6.96072328767123,0.284,9.4,37.5,S3,0.7,78.7,kruger,48.1,77.1,10.16,1.33885343709468,0.33,45,30,0.150880626223092,7.58956872349557E-02,136.6,22.08,3.56900732064422,0.265,32,32.5,0.267318982387476,0.886517033427852,11,25.6,,2,16,,,5.61,2.8,0.403/0.695,400.254237288136,739.412915851272,0.254680125000459,3190,3610,,,1890,1890,2130,2130,177,141,375,0.92,445,0.96,2.05714065093626,2.57596551368399,507,35000,12990,484,35000,10700,5930,6500,7392,,2815.89200863456,4212.55822490207,5.74921684650191E-02,2873000
